Player,Tm,Age,Pos,G,GS,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Sk▼,Comb,Solo,Ast,TFL,QBHits,Sfty
Samuel Womack,SFO,24,CB,7,0,,,0.00,,,,,,,0,0.00,1.00,0.86,0.14,0.00,0.00,
Micah Abernathy,ATL,26,S,12,0,,,0.00,,,,,,,0,0.00,0.58,0.42,0.17,0.00,0.00,
Tycen Anderson,CIN,24,S,7,0,,,0.00,,,,,,,0,0.00,1.14,0.71,0.43,0.00,0.00,
Boogie Basham,NYG,26,OLB,13,0,,,0.00,,,,,,,0,0.00,0.85,0.38,0.46,0.00,0.00,
Quinton Bohanna,2TM,24,DT,6,3,,,0.00,,,,,,,0,0.00,1.67,0.83,0.83,0.33,0.00,
Mike Brown,TEN,24,S,9,1,0.00,0.00,0.00,0,0.11,,,,,0,0.00,0.78,0.56,0.22,0.00,0.00,
Harrison Bryant,CLE,25,TE,17,9,,,0.00,,,0.00,0.06,0,0,0,0.00,0.35,0.29,0.06,0.00,0.00,
Deon Bush,KAN,30,DB,6,0,,,0.00,,,,,,,0,0.00,1.17,0.83,0.33,0.00,0.00,
Isaiah Foskey,NOR,23,DE,10,0,0.00,0.00,0.00,0,0.10,,,,,0,0.00,0.90,0.50,0.40,0.00,0.00,
Bryce Hall,NYJ,26,CB,9,2,0.11,0.56,0.00,5,0.22,0.00,0.00,1,39,1,0.00,0.78,0.56,0.22,0.00,0.00,
Jalen Harris,WAS,24,DE,5,0,0.00,0.00,0.00,0,0.20,,,,,0,0.00,1.20,1.00,0.20,0.00,0.20,
Travis Homer,CHI,25,RB,16,0,,,0.00,,,,,,,0,0.00,0.44,0.31,0.13,0.00,0.00,
Patrick Johnson,PHI,25,LB,15,0,,,0.00,,,,,,,0,0.00,0.47,0.33,0.13,0.00,0.00,
Kyu Blu Kelly,3TM,22,CB,8,0,,,0.00,,,,,,,0,0.00,0.63,0.63,0.00,0.13,0.00,
Anthony Kendall,TEN,24,CB,16,0,,,0.00,,,,,,,0,0.00,0.56,0.31,0.25,0.00,0.00,
Tyler Lacy,JAX,24,DE,15,0,0.00,0.00,0.00,0,0.07,,,,,0,0.00,0.80,0.33,0.47,0.07,0.20,
Parry Nickerson,MIA,29,CB,5,0,,,0.00,,,,,,,0,0.00,1.00,1.00,0.00,0.00,0.00,
Dare Ogunbowale,HOU,29,RB,12,0,,,0.00,,,0.08,0.00,1,0,0,0.00,0.58,0.42,0.17,0.00,0.00,
Owen Pappoe,ARI,23,LB,16,1,0.00,0.00,0.00,0,0.06,,,,,0,0.00,0.69,0.31,0.38,0.00,0.06,
D'Angelo Ross,HOU,27,CB,13,0,,,0.00,,,,,,,0,0.00,0.62,0.38,0.23,0.00,0.00,
Brady Russell,SEA,25,TE,15,0,,,0.00,,,,,,,0,0.00,0.47,0.33,0.13,0.00,0.00,
Matthew Slater,NWE,38,WR,16,0,,,0.00,,,,,,,0,0.00,0.38,0.31,0.06,0.00,0.00,
Tremon Smith,DEN,27,CB,17,0,,,0.00,,,0.00,0.00,1,0,0,0.00,0.29,0.29,0.00,0.00,0.00,
Eric Stokes,GNB,24,CB,3,2,,,0.00,,,,,,,0,0.00,2.00,1.67,0.33,0.33,0.00,
Jason Taylor,LAR,24,DB,8,0,,,0.00,,,,,,,0,0.00,0.63,0.63,0.00,0.00,0.00,
NaJee Thompson,MIN,23,CB,15,0,,,0.00,,,0.00,0.00,1,0,0,0.00,0.47,0.33,0.13,0.00,0.00,
Garret Wallow,2TM,24,LB,5,0,,,0.00,,,,,,,0,0.00,1.20,1.00,0.20,0.00,0.00,
Jay Ward,MIN,23,S,17,0,,,0.00,,,0.00,0.00,1,0,0,0.00,0.47,0.29,0.18,0.00,0.00,
Rodney Williams,PIT,25,TE,13,0,,,0.00,,,,,,,0,0.00,0.46,0.38,0.08,0.00,0.00,
JT Woods,LAC,23,S,3,0,,,0.00,,,,,,,0,0.00,1.67,1.67,0.00,0.00,0.00,
Miles Boykin,PIT,27,WR,17,0,,,0.00,,,,,,,0,0.00,0.29,0.24,0.06,0.00,0.00,
Jason Cabinda,DET,27,FB,4,0,,,0.00,,,,,,,0,0.00,1.00,1.00,0.00,0.00,0.00,
Frank Clark,2TM,30,DE-LB,8,0,,,0.00,,,,,,,0,0.00,1.00,0.50,0.50,0.00,0.00,
Cody Davis,NWE,34,DB,11,0,,,0.00,,,0.00,0.00,1,1,1,0.00,0.45,0.36,0.09,0.00,0.00,
Trevon Diggs,DAL,25,CB,2,2,0.50,4.00,0.00,8,1.50,0.50,0.00,0,0,0,0.00,2.00,2.00,0.00,0.00,0.00,
Rashaan Evans,DAL,28,LB,9,1,,,0.00,,,,,,,0,0.00,1.00,0.44,0.56,0.00,0.00,
Brandon Facyson,LVR,29,CB,3,0,,,0.00,,,,,,,0,0.00,1.67,1.33,0.33,0.00,0.00,
C.J. Goodwin,DAL,33,CB,5,0,,,0.00,,,,,,,0,0.00,0.80,0.80,0.00,0.00,0.00,
Vincent Gray,CLE,24,DB,1,0,0.00,0.00,0.00,0,2.00,,,,,0,0.00,5.00,4.00,1.00,0.00,0.00,
Devin Harper,2TM,25,LB,9,0,,,0.00,,,,,,,0,0.00,0.56,0.44,0.11,0.00,0.00,
Christopher Hinton,LAC,23,DL,3,0,,,0.00,,,,,,,0,0.00,3.33,1.33,2.00,0.00,0.00,
Caleb Johnson,JAX,25,LB,17,0,,,0.00,,,,,,,0,0.00,0.29,0.24,0.06,0.00,0.00,
Jakob Johnson,LVR,29,FB,13,5,,,0.00,,,,,,,0,0.00,0.38,0.31,0.08,0.00,0.00,
Marcus Jones,NWE,25,DB,2,1,,,0.00,,,0.00,0.50,1,0,0,0.00,2.50,2.00,0.50,0.00,0.00,
Nic Jones,KAN,22,CB,9,0,,,0.00,,,,,,,0,0.00,0.44,0.44,0.00,0.11,0.11,
Sam Kamara,CLE,26,DE,2,0,,,0.00,,,,,,,0,0.00,3.50,2.00,1.50,0.50,0.00,
Casey Kreiter,NYG,33,LS,17,0,,,0.00,,,,,,,0,0.00,0.24,0.24,0.00,0.00,0.00,
Chris Lammons,IND,27,CB,4,1,0.00,0.00,0.00,0,0.25,,,,,0,0.00,1.50,1.00,0.50,0.00,0.00,
Dean Lowry,MIN,29,DL,9,4,0.00,0.00,0.00,0,0.11,0.00,0.00,1,0,0,0.00,1.56,0.44,1.11,0.00,0.00,
Jesse Luketa,ARI,24,OLB,14,1,,,0.00,,,,,,,0,0.00,0.79,0.29,0.50,0.07,0.07,
Darrell Luter,SFO,23,CB,7,0,,,0.00,,,,,,,0,0.00,1.00,0.57,0.43,0.00,0.00,
DeAngelo Malone,ATL,24,OLB,17,0,,,0.00,,,,,,,0,0.00,0.35,0.24,0.12,0.00,0.00,
Jordan Mason,SFO,24,RB,17,0,,,0.00,,,,,,,0,0.00,0.53,0.24,0.29,0.00,0.00,
Tyler Matakevich,BUF,31,LB,17,0,,,0.00,,,,,,,0,0.00,0.41,0.24,0.18,0.00,0.00,
Tristin McCollum,PHI,24,DB,3,0,,,0.00,,,,,,,0,0.00,2.00,1.33,0.67,0.00,0.00,
Israel Mukuamu,DAL,24,S,14,0,0.00,0.00,0.00,0,0.07,0.00,0.00,1,-3,0,0.00,0.43,0.29,0.14,0.00,0.00,
Nik Needham,MIA,27,CB,10,0,,,0.00,,,,,,,0,0.00,0.70,0.40,0.30,0.00,0.00,
Jeremiah Pharms,NWE,27,DL,12,0,,,0.00,,,0.00,0.00,1,0,0,0.00,0.75,0.33,0.42,0.00,0.00,
Jeremy Reaves,WAS,27,S,5,0,,,0.00,,,,,,,0,0.00,1.20,0.80,0.40,0.00,0.00,
Jordon Riley,NYG,25,DL,8,0,,,0.00,,,,,,,0,0.00,1.00,0.50,0.50,0.13,0.00,
Robert Rochell,GNB,25,CB,9,0,,,0.00,,,,,,,0,0.00,0.44,0.44,0.00,0.00,0.00,
Chris Rumph,LAC,25,OLB,6,0,,,0.00,,,0.00,0.00,1,0,0,0.00,0.83,0.67,0.17,0.00,0.00,
Myjai Sanders,HOU,25,DE,7,0,,,0.00,,,,,,,0,0.00,1.00,0.57,0.43,0.14,0.29,
Noah Sewell,CHI,22,LB,13,0,,,0.00,,,0.08,0.00,0,0,0,0.00,0.69,0.31,0.38,0.00,0.00,
Kendall Sheffield,2TM,27,DB,5,0,,,0.00,,,,,,,0,0.00,0.80,0.80,0.00,0.20,0.00,
Justin Strnad,DEN,27,LB,17,0,,,0.00,,,,,,,0,0.00,0.29,0.24,0.06,0.00,0.00,
Roderic Teamer,LVR,26,S,6,0,,,0.00,,,,,,,0,0.00,0.83,0.67,0.17,0.00,0.00,
Jalen Tolbert,DAL,24,WR,17,6,,,0.00,,,0.00,0.06,0,0,0,0.00,0.24,0.24,0.00,0.00,0.00,
Jay Tufele,CIN,24,DT,10,0,,,0.00,,,,,,,0,0.00,1.10,0.40,0.70,0.00,0.00,
Ben VanSumeren,PHI,23,LB,9,1,,,0.00,,,,,,,0,0.00,1.44,0.44,1.00,0.00,0.00,
Kristian Welch,GNB,25,LB,14,0,,,0.00,,,,,,,0,0.00,0.43,0.29,0.14,0.00,0.00,
Divaad Wilson,ARI,23,CB,2,1,,,0.00,,,,,,,0,0.00,2.50,2.00,0.50,0.00,0.00,
Byron Young,LVR,23,DT,6,0,,,0.00,,,,,,,0,0.00,0.67,0.67,0.00,0.00,0.00,
Tyson Alualu,DET,36,DL,2,1,,,0.00,,,,,,,0,0.00,2.00,1.50,0.50,0.00,0.00,
Zayne Anderson,GNB,26,S,10,0,,,0.00,,,,,,,0,0.00,0.40,0.30,0.10,0.00,0.00,
Joey Blount,ARI,25,S,11,0,0.09,0.00,0.00,0,0.09,0.18,0.00,0,0,0,0.00,0.64,0.27,0.36,0.00,0.00,
Brandon Bolden,LVR,33,RB,17,0,,,0.00,,,,,,,0,0.00,0.24,0.18,0.06,0.00,0.00,
Michael Burton,DEN,31,FB,17,3,,,0.00,,,0.06,0.00,0,0,0,0.00,0.24,0.18,0.06,0.00,0.00,
Tariq Castro-Fields,WAS,24,CB,8,1,,,0.00,,,,,,,0,0.00,0.50,0.38,0.13,0.00,0.00,
Keondre Coburn,2TM,23,NT,5,0,,,0.00,,,,,,,0,0.00,1.60,0.60,1.00,0.20,0.00,
Jalen Davis,CIN,27,CB,16,0,0.00,0.00,0.00,0,0.06,0.00,0.00,1,0,0,0.00,0.31,0.19,0.13,0.00,0.00,
Sheldon Day,MIN,29,DL,6,1,,,0.00,,,0.00,0.00,1,5,0,0.00,1.33,0.50,0.83,0.17,0.00,
Josiah Deguara,GNB,26,TE,15,4,,,0.00,,,0.00,0.00,1,0,0,0.00,0.27,0.20,0.07,0.00,0.00,
Mohamoud Diabate,CLE,22,LB,16,1,,,0.00,,,0.00,0.00,1,0,0,0.00,0.50,0.19,0.31,0.00,0.00,
Chase Edmonds,TAM,27,RB,13,0,,,0.00,,,,,,,0,0.00,0.38,0.23,0.15,0.00,0.00,
Samuel Eguavoen,NYJ,30,LB,15,0,,,0.00,,,0.00,0.00,1,0,0,0.00,0.27,0.20,0.07,0.00,0.00,
John FitzPatrick,ATL,23,TE,9,0,,,0.00,,,,,,,0,0.00,0.33,0.33,0.00,0.00,0.00,
Innis Gaines,GNB,25,S,4,0,,,0.00,,,,,,,0,0.00,1.00,0.75,0.25,0.00,0.00,
Luke Gifford,TEN,28,LB,11,1,,,0.00,,,,,,,0,0.00,0.55,0.27,0.27,0.00,0.00,
Cameron Goode,MIA,25,LB,17,0,,,0.00,,,,,,,0,0.00,0.35,0.18,0.18,0.00,0.12,
Mario Goodrich,PHI,23,CB,4,1,,,0.00,,,,,,,0,0.00,1.25,0.75,0.50,0.00,0.00,
Kylen Granson,IND,25,TE,15,7,,,0.00,,,,,,,0,0.00,0.27,0.20,0.07,0.00,0.00,
C.J. Ham*,MIN,30,FB,17,5,,,0.00,,,,,,,0,0.00,0.24,0.18,0.06,0.00,0.00,
Justin Hardee,NYJ,29,CB,11,0,,,0.00,,,,,,,0,0.00,0.45,0.27,0.18,0.00,0.00,
Josh Harris,LAC,34,LS,17,0,,,0.00,,,,,,,0,0.00,0.29,0.18,0.12,0.00,0.00,
Tayler Hawkins,SFO,26,S,1,1,1.00,0.00,0.00,0,1.00,,,,,0,0.00,4.00,3.00,1.00,0.00,0.00,
Thomas Hennessy,NYJ,29,LS,17,0,,,0.00,,,,,,,0,0.00,0.29,0.18,0.12,0.00,0.00,
KhaDarel Hodge,ATL,28,WR,17,4,,,0.00,,,0.00,0.06,2,-1,0,0.00,0.24,0.18,0.06,0.00,0.00,
Mack Hollins,ATL,30,WR,13,3,,,0.00,,,,,,,0,0.00,0.23,0.23,0.00,0.00,0.00,
Christian Holmes,WAS,26,CB,13,0,0.00,0.00,0.00,0,0.08,,,,,0,0.00,0.62,0.23,0.38,0.00,0.00,
Andrei Iosivas,CIN,24,WR,16,1,,,0.00,,,,,,,0,0.00,0.25,0.19,0.06,0.00,0.00,
DJ Ivey,CIN,23,CB,8,0,0.00,0.00,0.00,0,0.13,0.00,0.00,1,0,0,0.00,0.38,0.38,0.00,0.00,0.00,
D'Marco Jackson,NOR,25,LB,17,0,,,0.00,,,0.00,0.00,1,8,1,0.00,0.71,0.18,0.53,0.00,0.00,
Matthew Jackson,TEN,25,S,10,0,,,0.00,,,,,,,0,0.00,0.60,0.30,0.30,0.00,0.00,
Shemar Jean-Charles,2TM,25,CB,8,0,,,0.00,,,,,,,0,0.00,0.50,0.38,0.13,0.00,0.00,
Buddy Johnson,DAL,24,LB,2,0,,,0.00,,,,,,,0,0.00,2.00,1.50,0.50,0.00,0.00,
Kingsley Jonathan,BUF,25,DE,13,0,,,0.00,,,,,,,0,0.00,0.38,0.23,0.15,0.00,0.15,
Naquan Jones,2TM,25,DE-DT,12,2,,,0.00,,,,,,,0,0.00,1.42,0.25,1.17,0.08,0.00,
Kelvin Joseph,2TM,23,CB,5,0,,,0.00,,,,,,,0,0.00,0.60,0.60,0.00,0.00,0.00,
Ko Kieft,TAM,25,TE,16,6,,,0.00,,,,,,,0,0.00,0.44,0.19,0.25,0.00,0.00,
Charlie Kolar,BAL,24,TE,15,3,,,0.00,,,,,,,0,0.00,0.27,0.20,0.07,0.00,0.00,
Raheem Layne,LAC,24,S,5,1,,,0.00,,,,,,,0,0.00,1.00,0.60,0.40,0.00,0.00,
Hunter Luepke,DAL,23,RB,17,0,,,0.00,,,,,,,0,0.00,0.24,0.18,0.06,0.00,0.00,
Blake Lynch,LAC,26,LB,7,0,,,0.00,,,,,,,0,0.00,0.57,0.43,0.14,0.00,0.00,
TK McLendon,TEN,23,DE,7,2,,,0.00,,,0.00,0.00,1,0,0,0.00,1.14,0.43,0.71,0.00,0.00,
Josh Norman,BUF,36,CB,4,0,,,0.00,,,,,,,0,0.00,1.00,0.75,0.25,0.00,0.00,
Andrew Ogletree,IND,25,TE,12,9,,,0.00,,,,,,,0,0.00,0.50,0.25,0.25,0.00,0.00,
Tyler Ott,BAL,31,LS,17,0,,,0.00,,,,,,,0,0.00,0.24,0.18,0.06,0.00,0.00,
Zach Pascal,ARI,29,WR,14,1,,,0.00,,,,,,,0,0.00,0.36,0.21,0.14,0.00,0.00,
Bobby Price,ARI,25,CB,6,0,,,0.00,,,0.00,0.00,1,0,0,0.00,0.67,0.50,0.17,0.00,0.00,
Curtis Robinson,SFO,25,LB,3,0,,,0.00,,,,,,,0,0.00,1.00,1.00,0.00,0.00,0.00,
Jaquelin Roy,MIN,23,DL,12,1,,,0.00,,,,,,,0,0.00,0.67,0.25,0.42,0.08,0.08,
Kevon Seymour,BAL,30,CB,8,0,,,0.00,,,0.00,0.13,1,20,0,0.00,0.38,0.38,0.00,0.00,0.00,
Keir Thomas,LAR,25,OLB,8,0,,,0.00,,,,,,,0,0.00,0.75,0.38,0.38,0.00,0.25,
Channing Tindall,MIA,23,LB,17,0,,,0.00,,,,,,,0,0.00,0.47,0.18,0.29,0.00,0.00,
Mitchell Wilcox,CIN,27,TE,17,4,,,0.00,,,,,,,0,0.00,0.24,0.18,0.06,0.00,0.00,
Trayveon Williams,CIN,26,RB,17,0,,,0.00,,,,,,,0,0.00,0.18,0.18,0.00,0.00,0.00,
Nahshon Wright,DAL,25,CB,12,0,0.00,0.00,0.00,0,0.08,,,,,0,0.00,0.42,0.25,0.17,0.00,0.00,
Jalyn Armour-Davis,BAL,24,CB,8,0,,,0.00,,,,,,,0,0.00,0.75,0.25,0.50,0.00,0.00,
Brian Asamoah,MIN,23,LB,13,0,,,0.00,,,,,,,0,0.00,0.54,0.15,0.38,0.00,0.00,
Eric Banks,ARI,25,DE,2,0,,,0.00,,,,,,,0,0.00,1.00,1.00,0.00,0.00,0.00,
John Bates,WAS,26,TE,17,4,,,0.00,,,,,,,0,0.00,0.12,0.12,0.00,0.00,0.00,
Ronnie Bell,SFO,23,WR,17,0,,,0.00,,,0.00,0.06,1,8,0,0.00,0.18,0.12,0.06,0.00,0.00,
Travis Bell,ATL,25,DT,2,0,,,0.00,,,,,,,0,0.00,1.00,1.00,0.00,0.00,0.00,
Mike Boone,HOU,28,S,9,0,,,0.00,,,0.00,0.11,0,0,0,0.00,0.22,0.22,0.00,0.00,0.00,
Matt Breida,NYG,28,RB,17,4,,,0.00,,,0.00,0.06,0,0,0,0.00,0.12,0.12,0.00,0.00,0.00,
Chase Brown,CIN,23,RB,12,0,,,0.00,,,0.00,0.08,1,0,0,0.00,0.42,0.17,0.25,0.00,0.00,
Dyami Brown,WAS,24,WR,17,1,,,0.00,,,0.00,0.00,1,0,0,0.00,0.18,0.12,0.06,0.00,0.00,
Earnest Brown IV,LAR,24,DE,7,0,,,0.00,,,,,,,0,0.00,0.71,0.29,0.43,0.00,0.00,
Pharaoh Brown,NWE,29,TE,17,11,,,0.00,,,0.00,0.06,0,0,0,0.00,0.18,0.12,0.06,0.00,0.00,
Sean Chandler,WAS,27,DB,2,1,,,0.00,,,,,,,0,0.00,1.50,1.00,0.50,0.00,0.00,
Chase Claypool,2TM,25,WR,12,2,,,0.00,,,0.00,0.00,1,0,0,0.00,0.42,0.17,0.25,0.00,0.00,
Dylan Cole,CHI,29,LB,16,0,,,0.00,,,,,,,0,0.00,0.25,0.13,0.13,0.00,0.00,
L.J. Collier,ARI,28,DL,1,1,,,0.00,,,,,,,0,0.00,2.00,2.00,0.00,0.00,0.00,
Jashaun Corbin,NYG,23,RB,6,0,,,0.00,,,,,,,0,0.00,0.50,0.33,0.17,0.00,0.00,
Jabril Cox,WAS,25,LB,10,0,,,0.00,,,,,,,0,0.00,0.20,0.20,0.00,0.00,0.00,
Tae Davis,2TM,27,LB,16,0,,,0.00,,,,,,,0,0.00,0.44,0.13,0.31,0.00,0.00,
Colton Dowell,TEN,24,WR,10,1,,,0.00,,,,,,,0,0.00,0.30,0.20,0.10,0.00,0.00,
Devin Duvernay,BAL,26,WR,13,1,,,0.00,,,0.00,0.00,1,0,0,0.00,0.15,0.15,0.00,0.00,0.00,
Daniel Ekuale,NWE,29,DL,3,0,,,0.00,,,0.33,0.00,0,0,0,0.00,1.00,0.67,0.33,0.00,0.00,
Chris Evans,CIN,26,RB,8,0,,,0.00,,,,,,,0,0.00,0.25,0.25,0.00,0.00,0.00,
Ka'imi Fairbairn,HOU,29,K,12,0,,,0.00,,,,,,,0,0.00,0.17,0.17,0.00,0.00,0.00,
Reid Ferguson,BUF,29,LS,17,0,,,0.00,,,,,,,0,0.00,0.18,0.12,0.06,0.00,0.00,
Mitchell Fraboni,DEN,27,LS,17,0,,,0.00,,,0.06,0.00,0,0,0,0.00,0.35,0.12,0.24,0.00,0.00,
Reggie Gilliam,BUF,26,FB,17,0,,,0.00,,,0.06,0.00,1,0,0,0.00,0.18,0.12,0.06,0.00,0.00,
Noah Gray,KAN,24,TE,17,10,,,0.00,,,,,,,0,0.00,0.12,0.12,0.00,0.00,0.00,
Mike Greene,TAM,24,DL,10,2,,,0.00,,,,,,,0,0.00,0.60,0.20,0.40,0.00,0.00,
Damar Hamlin,BUF,25,S,5,0,,,0.00,,,,,,,0,0.00,0.40,0.40,0.00,0.00,0.00,
Nick Hampton,LAR,23,OLB,10,0,0.00,0.00,0.00,0,0.10,,,,,0,0.00,0.40,0.20,0.20,0.00,0.00,
Tae Hayes,NYJ,26,CB,1,0,,,0.00,,,,,,,0,0.00,2.00,2.00,0.00,0.00,0.00,
Malik Heath,GNB,23,WR,13,1,,,0.00,,,,,,,0,0.00,0.15,0.15,0.00,0.00,0.00,
Bruce Hector,NYJ,29,DL,2,0,,,0.00,,,,,,,0,0.00,2.00,1.00,1.00,0.50,0.00,
Taysom Hill,NOR,33,QB,16,7,,,0.00,,,0.00,0.06,0,0,0,0.00,0.13,0.13,0.00,0.00,0.00,
Dustin Hopkins,CLE,33,K,15,0,,,0.00,,,,,,,0,0.00,0.13,0.13,0.00,0.00,0.00,
Phil Hoskins,ARI,26,DT,5,1,,,0.00,,,,,,,0,0.00,1.60,0.40,1.20,0.00,0.00,
Xavier Hutchinson,HOU,23,WR,16,0,,,0.00,,,,,,,0,0.00,0.13,0.13,0.00,0.00,0.00,
Malik Jefferson,DAL,27,LB,3,0,,,0.00,,,,,,,0,0.00,1.00,0.67,0.33,0.33,0.00,
Quindell Johnson,CHI,24,DB,9,0,0.11,0.00,0.00,0,0.11,,,,,0,0.00,0.33,0.22,0.11,0.00,0.00,
Greg Joseph,MIN,29,K,17,0,,,0.00,,,,,,,0,0.00,0.12,0.12,0.00,0.00,0.00,
Tucker Kraft,GNB,23,TE,17,8,,,0.00,,,,,,,0,0.00,0.18,0.12,0.06,0.00,0.00,
Christian Kuntz,PIT,29,LS,17,0,,,0.00,,,,,,,0,0.00,0.24,0.12,0.12,0.00,0.00,
Tyler Lancaster,DEN,29,NT,3,0,,,0.00,,,,,,,0,0.00,1.00,0.67,0.33,0.33,0.00,
Carl Lawson,NYJ,28,DE,6,0,,,0.00,,,,,,,0,0.00,0.83,0.33,0.50,0.00,0.00,
Eku Leota,CAR,24,OLB,8,0,,,0.00,,,,,,,0,0.00,0.50,0.25,0.25,0.00,0.13,
Isaiah Likely,BAL,23,TE,17,8,,,0.00,,,,,,,0,0.00,0.12,0.12,0.00,0.00,0.00,
Rick Lovato,PHI,31,LS,17,0,,,0.00,,,0.06,0.00,0,0,0,0.00,0.18,0.12,0.06,0.00,0.00,
Chase Lucas,DET,26,CB,12,0,,,0.00,,,,,,,0,0.00,0.25,0.17,0.08,0.00,0.00,
Blake Martinez,PIT,29,LB,1,1,,,0.00,,,,,,,0,0.00,4.00,2.00,2.00,0.00,0.00,
Phidarian Mathis,WAS,25,DT,10,0,,,0.00,,,0.00,0.00,1,0,0,0.00,0.80,0.20,0.60,0.00,0.10,
Cameron McGrone,IND,23,LB,12,0,,,0.00,,,,,,,0,0.00,0.33,0.17,0.17,0.00,0.00,
Von Miller,BUF,34,LB,12,0,,,0.00,,,,,,,0,0.00,0.25,0.17,0.08,0.00,0.25,
David Moore,TAM,28,WR,7,0,,,0.00,,,,,,,0,0.00,0.57,0.29,0.29,0.00,0.00,
Mike Morris,SEA,22,DE,1,0,,,0.00,,,,,,,0,0.00,3.00,2.00,1.00,0.00,0.00,
Riley Moss,DEN,23,CB,14,0,,,0.00,,,,,,,0,0.00,0.43,0.14,0.29,0.00,0.00,
Calvin Munson,2TM,29,LB,8,0,,,0.00,,,,,,,0,0.00,0.25,0.25,0.00,0.00,0.00,
Tanner Muse,LAC,27,LB,10,0,,,0.00,,,,,,,0,0.00,0.20,0.20,0.00,0.00,0.00,
Pat O'Connor,TAM,30,DL,11,0,,,0.00,,,,,,,0,0.00,0.36,0.18,0.18,0.18,0.00,0.09
Amen Ogbongbemiga,LAC,25,LB,15,0,,,0.00,,,0.00,0.00,2,0,0,0.00,0.27,0.13,0.13,0.00,0.00,
Moro Ojomo,PHI,22,DT,8,0,,,0.00,,,,,,,0,0.00,0.38,0.25,0.13,0.00,0.00,
Mike Pennel,KAN,32,DT,3,0,,,0.00,,,,,,,0,0.00,1.33,0.67,0.67,0.33,0.00,
Anthony Pittman,DET,27,LB,17,0,,,0.00,,,,,,,0,0.00,0.24,0.12,0.12,0.00,0.00,
Derrek Pitts,TAM,25,CB,4,0,,,0.00,,,,,,,0,0.00,0.50,0.50,0.00,0.00,0.00,
Kevin Rader,TEN,28,TE,14,0,,,0.00,,,,,,,0,0.00,0.29,0.14,0.14,0.00,0.00,
Craig Reynolds,DET,27,RB,17,0,,,0.00,,,0.00,0.12,0,0,0,0.00,0.24,0.12,0.12,0.00,0.00,
Giovanni Ricci,CAR,27,TE,5,0,,,0.00,,,,,,,0,0.00,0.40,0.40,0.00,0.00,0.00,
Sam Roberts,NWE,25,DL,7,1,,,0.00,,,,,,,0,0.00,0.71,0.29,0.43,0.00,0.00,
Darius Rush,PIT,23,CB,3,0,0.00,0.00,0.00,0,0.33,,,,,0,0.00,1.00,0.67,0.33,0.00,0.00,
Luke Schoonmaker,DAL,25,TE,17,0,,,0.00,,,,,,,0,0.00,0.12,0.12,0.00,0.00,0.00,
Trent Sherfield,BUF,27,WR,17,1,,,0.00,,,,,,,0,0.00,0.18,0.12,0.06,0.00,0.00,
Jaylon Smith,LVR,28,LB,1,0,,,0.00,,,,,,,0,0.00,2.00,2.00,0.00,0.00,0.00,
Keith Smith,ATL,31,FB,13,6,,,0.00,,,0.08,0.00,2,1,0,0.00,0.54,0.15,0.38,0.00,0.00,
Baylon Spector,BUF,25,LB,9,0,,,0.00,,,,,,,0,0.00,0.67,0.22,0.44,0.00,0.00,
Jordan Stout,BAL,25,P,17,0,,,0.00,,,,,,,0,0.00,0.12,0.12,0.00,0.00,0.00,
Patrick Taylor,GNB,25,RB,11,0,,,0.00,,,,,,,0,0.00,0.27,0.18,0.09,0.00,0.00,
Charlie Thomas,CLE,23,LB,4,0,,,0.00,,,,,,,0,0.00,0.50,0.50,0.00,0.00,0.00,
BJ Thompson,KAN,24,DE,1,0,,,0.00,,,,,,,0,0.00,2.00,2.00,0.00,0.00,0.00,
Cody Thompson,SEA,27,WR,7,0,,,0.00,,,,,,,0,0.00,0.29,0.29,0.00,0.00,0.00,
Tommy Tremble,CAR,23,TE,16,8,,,0.00,,,0.00,0.00,1,0,0,0.00,0.19,0.13,0.06,0.00,0.00,
Zach Triner,TAM,32,LS,17,0,,,0.00,,,,,,,0,0.00,0.18,0.12,0.06,0.00,0.00,
Tre Tucker,LVR,22,WR,16,1,,,0.00,,,,,,,0,0.00,0.19,0.13,0.06,0.00,0.00,
C.J. Uzomah,NYJ,30,TE,12,8,,,0.00,,,,,,,0,0.00,0.17,0.17,0.00,0.00,0.00,
Tylan Wallace,BAL,24,WR,11,0,,,0.00,,,,,,,0,0.00,0.18,0.18,0.00,0.00,0.00,
Tyrus Wheat,DAL,24,DE,12,0,,,0.00,,,,,,,0,0.00,0.25,0.17,0.08,0.00,0.00,
Chandler Wooten,CAR,24,LB,8,0,,,0.00,,,0.00,0.00,1,0,0,0.00,1.00,0.25,0.75,0.00,0.00,
Yasir Abdullah,JAX,23,LB,5,0,,,0.00,,,,,,,0,0.00,0.20,0.20,0.00,0.00,0.20,
Tucker Addington,WAS,26,LS,3,0,,,0.00,,,,,,,0,0.00,0.33,0.33,0.00,0.00,0.00,
Cal Adomitis,CIN,25,LS,17,0,,,0.00,,,,,,,0,0.00,0.06,0.06,0.00,0.00,0.00,
Davis Allen,LAR,22,TE,15,1,,,0.00,,,,,,,0,0.00,0.07,0.07,0.00,0.00,0.00,
Tremayne Anchrum,LAR,25,G,17,0,,,0.00,,,,,,,0,0.00,0.06,0.06,0.00,0.00,0.00,
Bryan Anger*,DAL,35,P,17,0,,,0.00,,,,,,,0,0.00,0.06,0.06,0.00,0.00,0.00,
